model_id,model_family,seed,params_json
702,catboost,809936,"{""iterations"": 700, ""learning_rate"": 0.05, ""depth"": 6, ""l2_leaf_reg"": 3.0, ""random_strength"": 2.0, ""bagging_temperature"": 2.0}"
703,catboost,602670,"{""iterations"": 700, ""learning_rate"": 0.01, ""depth"": 8, ""l2_leaf_reg"": 3.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.5}"
704,catboost,918909,"{""iterations"": 900, ""learning_rate"": 0.05, ""depth"": 8, ""l2_leaf_reg"": 7.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
705,catboost,70285,"{""iterations"": 700, ""learning_rate"": 0.07, ""depth"": 7, ""l2_leaf_reg"": 5.0, ""random_strength"": 2.0, ""bagging_temperature"": 1.0}"
706,catboost,868239,"{""iterations"": 900, ""learning_rate"": 0.01, ""depth"": 6, ""l2_leaf_reg"": 3.0, ""random_strength"": 5.0, ""bagging_temperature"": 1.0}"
707,catboost,991343,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 4, ""l2_leaf_reg"": 10.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.5}"
708,catboost,837617,"{""iterations"": 900, ""learning_rate"": 0.03, ""depth"": 6, ""l2_leaf_reg"": 1.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
709,catboost,26087,"{""iterations"": 500, ""learning_rate"": 0.01, ""depth"": 4, ""l2_leaf_reg"": 7.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.5}"
710,catboost,795323,"{""iterations"": 700, ""learning_rate"": 0.02, ""depth"": 7, ""l2_leaf_reg"": 5.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
711,catboost,230855,"{""iterations"": 500, ""learning_rate"": 0.02, ""depth"": 8, ""l2_leaf_reg"": 7.0, ""random_strength"": 2.0, ""bagging_temperature"": 1.0}"
712,catboost,885888,"{""iterations"": 500, ""learning_rate"": 0.02, ""depth"": 4, ""l2_leaf_reg"": 3.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.5}"
713,catboost,421783,"{""iterations"": 500, ""learning_rate"": 0.07, ""depth"": 8, ""l2_leaf_reg"": 1.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.0}"
714,catboost,851965,"{""iterations"": 500, ""learning_rate"": 0.07, ""depth"": 7, ""l2_leaf_reg"": 5.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.5}"
715,catboost,147718,"{""iterations"": 700, ""learning_rate"": 0.02, ""depth"": 5, ""l2_leaf_reg"": 1.0, ""random_strength"": 5.0, ""bagging_temperature"": 2.0}"
716,catboost,498279,"{""iterations"": 700, ""learning_rate"": 0.07, ""depth"": 6, ""l2_leaf_reg"": 7.0, ""random_strength"": 1.0, ""bagging_temperature"": 1.0}"
717,catboost,521864,"{""iterations"": 700, ""learning_rate"": 0.05, ""depth"": 6, ""l2_leaf_reg"": 1.0, ""random_strength"": 5.0, ""bagging_temperature"": 2.0}"
718,catboost,184446,"{""iterations"": 500, ""learning_rate"": 0.07, ""depth"": 5, ""l2_leaf_reg"": 10.0, ""random_strength"": 5.0, ""bagging_temperature"": 2.0}"
719,catboost,16001,"{""iterations"": 500, ""learning_rate"": 0.03, ""depth"": 8, ""l2_leaf_reg"": 3.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.0}"
720,catboost,761948,"{""iterations"": 900, ""learning_rate"": 0.01, ""depth"": 5, ""l2_leaf_reg"": 3.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.5}"
721,catboost,281935,"{""iterations"": 500, ""learning_rate"": 0.03, ""depth"": 5, ""l2_leaf_reg"": 1.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.5}"
722,catboost,256676,"{""iterations"": 700, ""learning_rate"": 0.05, ""depth"": 4, ""l2_leaf_reg"": 1.0, ""random_strength"": 0.5, ""bagging_temperature"": 2.0}"
723,catboost,625741,"{""iterations"": 900, ""learning_rate"": 0.05, ""depth"": 6, ""l2_leaf_reg"": 5.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.5}"
724,catboost,915138,"{""iterations"": 900, ""learning_rate"": 0.07, ""depth"": 8, ""l2_leaf_reg"": 3.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.5}"
725,catboost,745889,"{""iterations"": 900, ""learning_rate"": 0.02, ""depth"": 5, ""l2_leaf_reg"": 5.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
726,catboost,328071,"{""iterations"": 300, ""learning_rate"": 0.07, ""depth"": 6, ""l2_leaf_reg"": 1.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.0}"
727,catboost,475556,"{""iterations"": 900, ""learning_rate"": 0.03, ""depth"": 8, ""l2_leaf_reg"": 7.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.5}"
728,catboost,951279,"{""iterations"": 300, ""learning_rate"": 0.03, ""depth"": 7, ""l2_leaf_reg"": 3.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.0}"
729,catboost,4203,"{""iterations"": 700, ""learning_rate"": 0.07, ""depth"": 5, ""l2_leaf_reg"": 5.0, ""random_strength"": 5.0, ""bagging_temperature"": 2.0}"
730,catboost,4004,"{""iterations"": 700, ""learning_rate"": 0.01, ""depth"": 5, ""l2_leaf_reg"": 3.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.0}"
731,catboost,251867,"{""iterations"": 300, ""learning_rate"": 0.02, ""depth"": 7, ""l2_leaf_reg"": 3.0, ""random_strength"": 1.0, ""bagging_temperature"": 1.0}"
732,catboost,615024,"{""iterations"": 300, ""learning_rate"": 0.07, ""depth"": 8, ""l2_leaf_reg"": 7.0, ""random_strength"": 2.0, ""bagging_temperature"": 1.0}"
733,catboost,440865,"{""iterations"": 500, ""learning_rate"": 0.02, ""depth"": 4, ""l2_leaf_reg"": 10.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.5}"
734,catboost,964282,"{""iterations"": 700, ""learning_rate"": 0.05, ""depth"": 5, ""l2_leaf_reg"": 3.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.5}"
735,catboost,147745,"{""iterations"": 900, ""learning_rate"": 0.03, ""depth"": 7, ""l2_leaf_reg"": 3.0, ""random_strength"": 2.0, ""bagging_temperature"": 2.0}"
736,catboost,885162,"{""iterations"": 300, ""learning_rate"": 0.05, ""depth"": 8, ""l2_leaf_reg"": 7.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.0}"
737,catboost,202803,"{""iterations"": 300, ""learning_rate"": 0.05, ""depth"": 8, ""l2_leaf_reg"": 5.0, ""random_strength"": 2.0, ""bagging_temperature"": 2.0}"
738,catboost,415683,"{""iterations"": 500, ""learning_rate"": 0.03, ""depth"": 5, ""l2_leaf_reg"": 1.0, ""random_strength"": 2.0, ""bagging_temperature"": 2.0}"
739,catboost,73229,"{""iterations"": 300, ""learning_rate"": 0.02, ""depth"": 8, ""l2_leaf_reg"": 5.0, ""random_strength"": 2.0, ""bagging_temperature"": 1.0}"
740,catboost,276572,"{""iterations"": 700, ""learning_rate"": 0.01, ""depth"": 4, ""l2_leaf_reg"": 10.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.0}"
741,catboost,438755,"{""iterations"": 300, ""learning_rate"": 0.05, ""depth"": 7, ""l2_leaf_reg"": 3.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.0}"
742,catboost,389334,"{""iterations"": 500, ""learning_rate"": 0.02, ""depth"": 6, ""l2_leaf_reg"": 10.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.5}"
743,catboost,942846,"{""iterations"": 300, ""learning_rate"": 0.07, ""depth"": 5, ""l2_leaf_reg"": 5.0, ""random_strength"": 0.5, ""bagging_temperature"": 2.0}"
744,catboost,317655,"{""iterations"": 900, ""learning_rate"": 0.01, ""depth"": 6, ""l2_leaf_reg"": 1.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.5}"
745,catboost,674474,"{""iterations"": 900, ""learning_rate"": 0.03, ""depth"": 4, ""l2_leaf_reg"": 3.0, ""random_strength"": 0.5, ""bagging_temperature"": 2.0}"
746,catboost,908345,"{""iterations"": 500, ""learning_rate"": 0.07, ""depth"": 5, ""l2_leaf_reg"": 7.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.0}"
747,catboost,250011,"{""iterations"": 500, ""learning_rate"": 0.02, ""depth"": 5, ""l2_leaf_reg"": 3.0, ""random_strength"": 0.5, ""bagging_temperature"": 2.0}"
748,catboost,379999,"{""iterations"": 300, ""learning_rate"": 0.03, ""depth"": 8, ""l2_leaf_reg"": 3.0, ""random_strength"": 5.0, ""bagging_temperature"": 1.0}"
749,catboost,739251,"{""iterations"": 500, ""learning_rate"": 0.01, ""depth"": 5, ""l2_leaf_reg"": 10.0, ""random_strength"": 5.0, ""bagging_temperature"": 2.0}"
750,catboost,878314,"{""iterations"": 500, ""learning_rate"": 0.02, ""depth"": 8, ""l2_leaf_reg"": 5.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.5}"
751,catboost,877279,"{""iterations"": 300, ""learning_rate"": 0.01, ""depth"": 7, ""l2_leaf_reg"": 1.0, ""random_strength"": 0.5, ""bagging_temperature"": 2.0}"
752,catboost,425713,"{""iterations"": 700, ""learning_rate"": 0.03, ""depth"": 4, ""l2_leaf_reg"": 1.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
753,catboost,594616,"{""iterations"": 500, ""learning_rate"": 0.02, ""depth"": 8, ""l2_leaf_reg"": 7.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.5}"
754,catboost,381410,"{""iterations"": 700, ""learning_rate"": 0.01, ""depth"": 5, ""l2_leaf_reg"": 7.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.0}"
755,catboost,787826,"{""iterations"": 700, ""learning_rate"": 0.02, ""depth"": 7, ""l2_leaf_reg"": 10.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.5}"
756,catboost,299412,"{""iterations"": 700, ""learning_rate"": 0.01, ""depth"": 6, ""l2_leaf_reg"": 1.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.5}"
757,catboost,745514,"{""iterations"": 900, ""learning_rate"": 0.01, ""depth"": 5, ""l2_leaf_reg"": 5.0, ""random_strength"": 2.0, ""bagging_temperature"": 2.0}"
758,catboost,684306,"{""iterations"": 700, ""learning_rate"": 0.01, ""depth"": 4, ""l2_leaf_reg"": 1.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.5}"
759,catboost,240943,"{""iterations"": 700, ""learning_rate"": 0.07, ""depth"": 6, ""l2_leaf_reg"": 10.0, ""random_strength"": 2.0, ""bagging_temperature"": 1.0}"
760,catboost,867597,"{""iterations"": 300, ""learning_rate"": 0.05, ""depth"": 8, ""l2_leaf_reg"": 10.0, ""random_strength"": 2.0, ""bagging_temperature"": 2.0}"
761,catboost,888606,"{""iterations"": 900, ""learning_rate"": 0.07, ""depth"": 8, ""l2_leaf_reg"": 3.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.5}"
762,catboost,801802,"{""iterations"": 900, ""learning_rate"": 0.07, ""depth"": 6, ""l2_leaf_reg"": 5.0, ""random_strength"": 0.5, ""bagging_temperature"": 1.0}"
763,catboost,566405,"{""iterations"": 700, ""learning_rate"": 0.05, ""depth"": 8, ""l2_leaf_reg"": 1.0, ""random_strength"": 1.0, ""bagging_temperature"": 1.0}"
764,catboost,819726,"{""iterations"": 900, ""learning_rate"": 0.05, ""depth"": 8, ""l2_leaf_reg"": 10.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.0}"
765,catboost,563542,"{""iterations"": 700, ""learning_rate"": 0.01, ""depth"": 7, ""l2_leaf_reg"": 5.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
766,catboost,906902,"{""iterations"": 500, ""learning_rate"": 0.03, ""depth"": 7, ""l2_leaf_reg"": 5.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
767,catboost,729877,"{""iterations"": 900, ""learning_rate"": 0.02, ""depth"": 5, ""l2_leaf_reg"": 5.0, ""random_strength"": 2.0, ""bagging_temperature"": 2.0}"
768,catboost,795795,"{""iterations"": 900, ""learning_rate"": 0.03, ""depth"": 7, ""l2_leaf_reg"": 3.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.0}"
769,catboost,27124,"{""iterations"": 900, ""learning_rate"": 0.07, ""depth"": 6, ""l2_leaf_reg"": 1.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.0}"
770,catboost,717019,"{""iterations"": 300, ""learning_rate"": 0.02, ""depth"": 8, ""l2_leaf_reg"": 10.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.5}"
771,catboost,579938,"{""iterations"": 300, ""learning_rate"": 0.07, ""depth"": 4, ""l2_leaf_reg"": 7.0, ""random_strength"": 2.0, ""bagging_temperature"": 2.0}"
772,catboost,450738,"{""iterations"": 300, ""learning_rate"": 0.05, ""depth"": 7, ""l2_leaf_reg"": 5.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.5}"
773,catboost,481134,"{""iterations"": 500, ""learning_rate"": 0.02, ""depth"": 5, ""l2_leaf_reg"": 1.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
774,catboost,165079,"{""iterations"": 300, ""learning_rate"": 0.07, ""depth"": 6, ""l2_leaf_reg"": 3.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.0}"
775,catboost,313667,"{""iterations"": 300, ""learning_rate"": 0.07, ""depth"": 4, ""l2_leaf_reg"": 5.0, ""random_strength"": 5.0, ""bagging_temperature"": 2.0}"
776,catboost,512553,"{""iterations"": 300, ""learning_rate"": 0.02, ""depth"": 5, ""l2_leaf_reg"": 7.0, ""random_strength"": 1.0, ""bagging_temperature"": 1.0}"
777,catboost,655694,"{""iterations"": 900, ""learning_rate"": 0.02, ""depth"": 8, ""l2_leaf_reg"": 5.0, ""random_strength"": 2.0, ""bagging_temperature"": 1.0}"
778,catboost,817816,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 5, ""l2_leaf_reg"": 5.0, ""random_strength"": 1.0, ""bagging_temperature"": 1.0}"
779,catboost,618347,"{""iterations"": 300, ""learning_rate"": 0.07, ""depth"": 7, ""l2_leaf_reg"": 1.0, ""random_strength"": 5.0, ""bagging_temperature"": 1.0}"
780,catboost,84975,"{""iterations"": 500, ""learning_rate"": 0.07, ""depth"": 5, ""l2_leaf_reg"": 10.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.0}"
781,catboost,356451,"{""iterations"": 700, ""learning_rate"": 0.05, ""depth"": 8, ""l2_leaf_reg"": 1.0, ""random_strength"": 5.0, ""bagging_temperature"": 1.0}"
782,catboost,127883,"{""iterations"": 900, ""learning_rate"": 0.02, ""depth"": 7, ""l2_leaf_reg"": 7.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.0}"
783,catboost,686456,"{""iterations"": 500, ""learning_rate"": 0.01, ""depth"": 4, ""l2_leaf_reg"": 10.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.0}"
784,catboost,562329,"{""iterations"": 300, ""learning_rate"": 0.05, ""depth"": 6, ""l2_leaf_reg"": 7.0, ""random_strength"": 1.0, ""bagging_temperature"": 2.0}"
785,catboost,644755,"{""iterations"": 500, ""learning_rate"": 0.01, ""depth"": 5, ""l2_leaf_reg"": 1.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.5}"
786,catboost,206630,"{""iterations"": 300, ""learning_rate"": 0.02, ""depth"": 6, ""l2_leaf_reg"": 1.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.0}"
787,catboost,50405,"{""iterations"": 300, ""learning_rate"": 0.03, ""depth"": 7, ""l2_leaf_reg"": 7.0, ""random_strength"": 2.0, ""bagging_temperature"": 1.0}"
788,catboost,935683,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 8, ""l2_leaf_reg"": 5.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
789,catboost,878783,"{""iterations"": 700, ""learning_rate"": 0.02, ""depth"": 4, ""l2_leaf_reg"": 7.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.5}"
790,catboost,390259,"{""iterations"": 900, ""learning_rate"": 0.03, ""depth"": 4, ""l2_leaf_reg"": 3.0, ""random_strength"": 0.5, ""bagging_temperature"": 1.0}"
791,catboost,800399,"{""iterations"": 900, ""learning_rate"": 0.05, ""depth"": 7, ""l2_leaf_reg"": 5.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.0}"
792,catboost,538345,"{""iterations"": 700, ""learning_rate"": 0.01, ""depth"": 6, ""l2_leaf_reg"": 7.0, ""random_strength"": 1.0, ""bagging_temperature"": 1.0}"
793,catboost,286074,"{""iterations"": 500, ""learning_rate"": 0.01, ""depth"": 5, ""l2_leaf_reg"": 10.0, ""random_strength"": 5.0, ""bagging_temperature"": 1.0}"
794,catboost,624362,"{""iterations"": 700, ""learning_rate"": 0.03, ""depth"": 6, ""l2_leaf_reg"": 7.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.5}"
795,catboost,565892,"{""iterations"": 500, ""learning_rate"": 0.02, ""depth"": 5, ""l2_leaf_reg"": 1.0, ""random_strength"": 1.0, ""bagging_temperature"": 1.0}"
796,catboost,685592,"{""iterations"": 900, ""learning_rate"": 0.01, ""depth"": 7, ""l2_leaf_reg"": 7.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.5}"
797,catboost,357102,"{""iterations"": 700, ""learning_rate"": 0.07, ""depth"": 7, ""l2_leaf_reg"": 5.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.0}"
798,catboost,608129,"{""iterations"": 300, ""learning_rate"": 0.07, ""depth"": 8, ""l2_leaf_reg"": 5.0, ""random_strength"": 1.0, ""bagging_temperature"": 1.0}"
799,catboost,637582,"{""iterations"": 700, ""learning_rate"": 0.03, ""depth"": 5, ""l2_leaf_reg"": 1.0, ""random_strength"": 1.0, ""bagging_temperature"": 1.0}"
800,catboost,424017,"{""iterations"": 700, ""learning_rate"": 0.02, ""depth"": 8, ""l2_leaf_reg"": 3.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.5}"
801,catboost,443586,"{""iterations"": 700, ""learning_rate"": 0.02, ""depth"": 5, ""l2_leaf_reg"": 3.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
802,catboost,437536,"{""iterations"": 700, ""learning_rate"": 0.05, ""depth"": 6, ""l2_leaf_reg"": 1.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.5}"
803,catboost,810045,"{""iterations"": 300, ""learning_rate"": 0.07, ""depth"": 7, ""l2_leaf_reg"": 1.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.0}"
804,catboost,949252,"{""iterations"": 700, ""learning_rate"": 0.02, ""depth"": 5, ""l2_leaf_reg"": 5.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.5}"
805,catboost,165410,"{""iterations"": 700, ""learning_rate"": 0.05, ""depth"": 6, ""l2_leaf_reg"": 1.0, ""random_strength"": 1.0, ""bagging_temperature"": 2.0}"
806,catboost,203690,"{""iterations"": 300, ""learning_rate"": 0.01, ""depth"": 8, ""l2_leaf_reg"": 1.0, ""random_strength"": 2.0, ""bagging_temperature"": 2.0}"
807,catboost,641812,"{""iterations"": 500, ""learning_rate"": 0.02, ""depth"": 4, ""l2_leaf_reg"": 1.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
808,catboost,19980,"{""iterations"": 900, ""learning_rate"": 0.03, ""depth"": 5, ""l2_leaf_reg"": 7.0, ""random_strength"": 2.0, ""bagging_temperature"": 2.0}"
809,catboost,467599,"{""iterations"": 700, ""learning_rate"": 0.07, ""depth"": 6, ""l2_leaf_reg"": 3.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
810,catboost,39320,"{""iterations"": 700, ""learning_rate"": 0.07, ""depth"": 4, ""l2_leaf_reg"": 10.0, ""random_strength"": 5.0, ""bagging_temperature"": 2.0}"
811,catboost,421563,"{""iterations"": 500, ""learning_rate"": 0.03, ""depth"": 4, ""l2_leaf_reg"": 10.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.5}"
812,catboost,515859,"{""iterations"": 700, ""learning_rate"": 0.03, ""depth"": 8, ""l2_leaf_reg"": 10.0, ""random_strength"": 5.0, ""bagging_temperature"": 1.0}"
813,catboost,742550,"{""iterations"": 500, ""learning_rate"": 0.01, ""depth"": 6, ""l2_leaf_reg"": 10.0, ""random_strength"": 0.5, ""bagging_temperature"": 1.0}"
814,catboost,192314,"{""iterations"": 500, ""learning_rate"": 0.01, ""depth"": 7, ""l2_leaf_reg"": 10.0, ""random_strength"": 5.0, ""bagging_temperature"": 1.0}"
815,catboost,235153,"{""iterations"": 700, ""learning_rate"": 0.01, ""depth"": 5, ""l2_leaf_reg"": 5.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.0}"
816,catboost,812905,"{""iterations"": 500, ""learning_rate"": 0.07, ""depth"": 6, ""l2_leaf_reg"": 5.0, ""random_strength"": 2.0, ""bagging_temperature"": 2.0}"
817,catboost,157625,"{""iterations"": 700, ""learning_rate"": 0.01, ""depth"": 6, ""l2_leaf_reg"": 10.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.5}"
818,catboost,386374,"{""iterations"": 700, ""learning_rate"": 0.02, ""depth"": 4, ""l2_leaf_reg"": 3.0, ""random_strength"": 1.0, ""bagging_temperature"": 1.0}"
819,catboost,920732,"{""iterations"": 700, ""learning_rate"": 0.02, ""depth"": 7, ""l2_leaf_reg"": 7.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.5}"
820,catboost,217838,"{""iterations"": 900, ""learning_rate"": 0.07, ""depth"": 4, ""l2_leaf_reg"": 3.0, ""random_strength"": 1.0, ""bagging_temperature"": 2.0}"
821,catboost,65225,"{""iterations"": 300, ""learning_rate"": 0.02, ""depth"": 6, ""l2_leaf_reg"": 3.0, ""random_strength"": 2.0, ""bagging_temperature"": 1.0}"
822,catboost,828648,"{""iterations"": 300, ""learning_rate"": 0.01, ""depth"": 4, ""l2_leaf_reg"": 10.0, ""random_strength"": 2.0, ""bagging_temperature"": 1.0}"
823,catboost,790912,"{""iterations"": 700, ""learning_rate"": 0.02, ""depth"": 6, ""l2_leaf_reg"": 7.0, ""random_strength"": 0.5, ""bagging_temperature"": 1.0}"
824,catboost,497091,"{""iterations"": 300, ""learning_rate"": 0.02, ""depth"": 6, ""l2_leaf_reg"": 3.0, ""random_strength"": 1.0, ""bagging_temperature"": 1.0}"
825,catboost,404363,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 4, ""l2_leaf_reg"": 3.0, ""random_strength"": 0.5, ""bagging_temperature"": 2.0}"
826,catboost,185658,"{""iterations"": 900, ""learning_rate"": 0.01, ""depth"": 5, ""l2_leaf_reg"": 7.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
827,catboost,213121,"{""iterations"": 900, ""learning_rate"": 0.02, ""depth"": 5, ""l2_leaf_reg"": 7.0, ""random_strength"": 0.5, ""bagging_temperature"": 2.0}"
828,catboost,875746,"{""iterations"": 900, ""learning_rate"": 0.02, ""depth"": 4, ""l2_leaf_reg"": 5.0, ""random_strength"": 1.0, ""bagging_temperature"": 2.0}"
829,catboost,631696,"{""iterations"": 900, ""learning_rate"": 0.05, ""depth"": 7, ""l2_leaf_reg"": 1.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.0}"
830,catboost,593340,"{""iterations"": 300, ""learning_rate"": 0.07, ""depth"": 4, ""l2_leaf_reg"": 10.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.0}"
831,catboost,58454,"{""iterations"": 500, ""learning_rate"": 0.02, ""depth"": 5, ""l2_leaf_reg"": 5.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.0}"
832,catboost,694798,"{""iterations"": 900, ""learning_rate"": 0.02, ""depth"": 8, ""l2_leaf_reg"": 3.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.0}"
833,catboost,423327,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 4, ""l2_leaf_reg"": 1.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.0}"
834,catboost,143343,"{""iterations"": 700, ""learning_rate"": 0.07, ""depth"": 6, ""l2_leaf_reg"": 1.0, ""random_strength"": 5.0, ""bagging_temperature"": 1.0}"
835,catboost,716844,"{""iterations"": 300, ""learning_rate"": 0.03, ""depth"": 4, ""l2_leaf_reg"": 7.0, ""random_strength"": 0.5, ""bagging_temperature"": 2.0}"
836,catboost,54775,"{""iterations"": 700, ""learning_rate"": 0.01, ""depth"": 7, ""l2_leaf_reg"": 5.0, ""random_strength"": 5.0, ""bagging_temperature"": 1.0}"
837,catboost,371998,"{""iterations"": 300, ""learning_rate"": 0.03, ""depth"": 6, ""l2_leaf_reg"": 1.0, ""random_strength"": 2.0, ""bagging_temperature"": 0.0}"
838,catboost,234226,"{""iterations"": 300, ""learning_rate"": 0.02, ""depth"": 5, ""l2_leaf_reg"": 1.0, ""random_strength"": 1.0, ""bagging_temperature"": 0.0}"
839,catboost,134159,"{""iterations"": 500, ""learning_rate"": 0.01, ""depth"": 8, ""l2_leaf_reg"": 5.0, ""random_strength"": 5.0, ""bagging_temperature"": 2.0}"
840,catboost,979621,"{""iterations"": 700, ""learning_rate"": 0.03, ""depth"": 7, ""l2_leaf_reg"": 1.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.5}"
841,catboost,7416,"{""iterations"": 300, ""learning_rate"": 0.02, ""depth"": 4, ""l2_leaf_reg"": 7.0, ""random_strength"": 0.5, ""bagging_temperature"": 2.0}"
842,catboost,453192,"{""iterations"": 700, ""learning_rate"": 0.02, ""depth"": 4, ""l2_leaf_reg"": 1.0, ""random_strength"": 2.0, ""bagging_temperature"": 1.0}"
843,catboost,267529,"{""iterations"": 500, ""learning_rate"": 0.07, ""depth"": 8, ""l2_leaf_reg"": 5.0, ""random_strength"": 0.5, ""bagging_temperature"": 0.5}"
844,catboost,538393,"{""iterations"": 700, ""learning_rate"": 0.01, ""depth"": 4, ""l2_leaf_reg"": 5.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
845,catboost,408356,"{""iterations"": 300, ""learning_rate"": 0.02, ""depth"": 7, ""l2_leaf_reg"": 3.0, ""random_strength"": 1.0, ""bagging_temperature"": 2.0}"
846,catboost,172368,"{""iterations"": 300, ""learning_rate"": 0.07, ""depth"": 6, ""l2_leaf_reg"": 1.0, ""random_strength"": 1.0, ""bagging_temperature"": 1.0}"
847,catboost,253192,"{""iterations"": 700, ""learning_rate"": 0.05, ""depth"": 5, ""l2_leaf_reg"": 10.0, ""random_strength"": 1.0, ""bagging_temperature"": 2.0}"
848,catboost,87738,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 8, ""l2_leaf_reg"": 3.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.0}"
849,catboost,416122,"{""iterations"": 500, ""learning_rate"": 0.03, ""depth"": 8, ""l2_leaf_reg"": 7.0, ""random_strength"": 5.0, ""bagging_temperature"": 0.5}"
850,extra_trees,435538,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""bootstrap"": false}"
851,extra_trees,905186,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""log2"", ""bootstrap"": false}"
852,extra_trees,211146,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""bootstrap"": false}"
853,extra_trees,313326,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_split"": 10, ""min_samples_leaf"": 2, ""max_features"": ""sqrt"", ""bootstrap"": false}"
